question,date,name,vote,confidence
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Judith Chevalier,Did Not Answer,
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",David Cutler,Uncertain,4
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Angus Deaton,Agree,5
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Darrell Duffie,Uncertain,2
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Aaron Edlin,Agree,3
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Barry Eichengreen,Disagree,5
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Liran Einav,Uncertain,1
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Ray Fair,Agree,1
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Amy Finkelstein,Uncertain,7
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Austan Goolsbee,Disagree,7
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Michael Greenstone,Did Not Answer,
Question B:                                The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,"Monday, December 30th, 2019 9:31 am",Robert Hall,No Opinion,
